"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","Operational"
"17","177.6995006202157","148.63661234432945","0.00390625","0.0068359375","0.0009765625","2280","0.00022623744396523224","32","0.00022623744396523224","0","0.00022623744396523224","0.00022623744396523224","7:0.007442059180111538;27:0.0011573754108208656","7:68;27:68","7:0.004247891396614273;27:0.0022656110824881837","Yes"
"18","132.32249081385083","92.4848724306653","0.067138671875","0.05078125","0.08349609375","2280","0.00026563624424282","32","0.00026563624424282","0","0.00026563624424282","0.00026563624424282","11:0.0017340203890316153;31:0.0018033111263469903","11:68;31:68","11:0.00268469334304991;31:0.0023628332464858126","Yes"
"19","335.5450942374076","204.11961807449453","0.006591796875","0.009765625","0.00341796875","2280","0.0003856167461460418","32","0.0003856167461460418","0","0.0003856167461460418","0.0003856167461460418","35:0.001272238997320374;15:0.00437303583264842","35:68;15:68","35:0.00121822613988401;15:0.003897992329198491","Yes"
"20","173.12276508493076","19.534067522214464","0.00390625","0.005859375","0.001953125","2280","0.0003247801101120621","32","0.0003247801101120621","0","0.0003247801101120621","0.0003247801101120621","21:0.0017133583020350063","21:68","21:0.002375886821390477","Yes"
"21","392.66387991965564","528.5260313348308","0.003173828125","0.00537109375","0.0009765625","2280","0.00014028329273002338","32","0.00014028329273002338","0","0.00014028329273002338","0.00014028329273002338","36:0.0018247325145931415;20:0.0017133583020350063;22:0.002187651834572424","36:68;20:68;22:68","36:0.002772734708355956;20:0.002375886821390477;22:0.001644056996703086","Yes"
"22","332.4357500598821","24.59907723540599","0.006591796875","0.01171875","0.00146484375","2280","0.00028313696043916496","32","0.00028313696043916496","0","0.00028313696043916496","0.00028313696043916496","23:0.0013801283821665289;21:0.002187651834572424","23:68;21:68","23:0.003284818127375133;21:0.001644056996703086","Yes"
"23","252.80281853207728","73.22177062602307","0.010009765625","0.0185546875","0.00146484375","2280","0.00016717347783387068","32","0.00016717347783387068","0","0.00016717347783387068","0.00016717347783387068","22:0.0013801283821665289;24:0.0015455016031688806;16:0.0013350383770060759","22:68;24:68;16:68","22:0.003284818127375133;24:0.0024345158964347025;16:0.0014546068903806553","Yes"
"24","390.57323781598416","71.05644008351581","0.022216796875","0.02294921875","0.021484375","2280","0.00030534781248540765","32","0.00030534781248540765","0","0.00030534781248540765","0.00030534781248540765","23:0.0015455016031688806;25:0.002125858136629022","23:68;25:68","23:0.0024345158964347025;25:0.0030264760630021037","Yes"
"25","350.37338165488455","19.47551791137737","0.005126953125","0.00439453125","0.005859375","2280","0.00015932643465448024","32","0.00015932643465448024","0","0.00015932643465448024","0.00015932643465448024","24:0.002125858136629022;26:0.0014204087769978113;37:0.0021129394064207663","24:68;26:68;37:68","24:0.0030264760630021037;26:0.006132586466007145;37:0.005117213824621686","Yes"
"26","214.2623434883785","183.7527007327959","0.0107421875","0.01025390625","0.01123046875","2280","0.0006413027382621711","32","0.0006413027382621711","0","0.0006413027382621711","0.0006413027382621711","25:0.0014204087769978113;27:0.09533013921303296","25:68;27:68","25:0.006132586466007145;27:0.0034705641120229558","Yes"
"27","292.1349269873381","91.61336479332074","0.009033203125","0.01416015625","0.00390625","2280","0.00024288097516877484","32","0.00024288097516877484","0","0.00024288097516877484","0.00024288097516877484","26:0.09533013921303296;28:0.0011932917849550861;17:0.0011573754108208656","26:68;28:68;17:68","26:0.0034705641120229558;28:0.0019559473188530685;17:0.0022656110824881837","Yes"
"28","342.40322737584626","482.66256309510584","0.005859375","0.009765625","0.001953125","2280","0.00014514065324381764","32","0.00014514065324381764","0","0.00014514065324381764","0.00014514065324381764","27:0.0011932917849550861;29:0.0030807435599451427","27:68;29:68","27:0.0019559473188530685;29:0.0030982767769942576","Yes"
"29","182.9800211850354","88.65470457976389","0.01171875","0.02197265625","0.00146484375","2280","0.00015769438054978079","32","0.00015769438054978079","0","0.00015769438054978079","0.00015769438054978079","38:0.019635086351894704;28:0.0030807435599451427;30:0.0014809924236443839","38:68;28:68;30:80","38:0.0058915878106388375;28:0.0030982767769942576;30:0.003935054025804102","Yes"
"30","258.99813667580077","62.22507733496933","0.010498046875","0.02099609375","0","2280","0.00014733972557610836","32","0.00014733972557610836","0","0.00014733972557610836","0.00014733972557610836","31:0.001537099816373927;29:0.0014809924236443839","31:68;29:80","31:0.0061909626948842555;29:0.003935054025804102","Yes"
"31","220.54386476680475","228.29069475433428","0.022216796875","0.02001953125","0.0244140625","2280","0.0002625864375630348","32","0.0002625864375630348","0","0.0002625864375630348","0.0002625864375630348","30:0.001537099816373927;32:0.0023030912508473778;18:0.0018033111263469903","30:68;32:68;18:68","30:0.0061909626948842555;32:0.002117738251839696;18:0.0023628332464858126","Yes"
"32","281.3447883286376","366.6599137989183","0.033447265625","0.0322265625","0.03466796875","2280","0.00038144808257371436","32","0.00038144808257371436","0","0.00038144808257371436","0.00038144808257371436","31:0.0023030912508473778;33:0.007307552109025756","31:68;33:68","31:0.002117738251839696;33:0.00717292903566355","Yes"
