"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","Operational"
"31","234.24368963838845","233.24645369934262","0.02001953125","0.03662109375","0.00341796875","2280","0.0001283867565004859","32","0.0001283867565004859","0","0.0001283867565004859","0.0001283867565004859","30:0.001537099816373927;32:0.0023030912508473778;18:0.0018033111263469903","30:68;32:68;18:68","30:0.0061909626948842555;32:0.002117738251839696;18:0.0023628332464858126","Yes"
"32","277.48455328370073","389.1425375801369","0.0205078125","0.02685546875","0.01416015625","2280","0.0001901917295077845","32","0.0001901917295077845","0","0.0001901917295077845","0.0001901917295077845","31:0.0023030912508473778;33:0.007307552109025756","31:68;33:68","31:0.002117738251839696;33:0.00717292903566355","Yes"
"33","439.87999747724643","572.3845629815462","0.006591796875","0.005859375","0.00732421875","2280","0.00008681493858657691","32","0.00008681493858657691","0","0.00008681493858657691","0.00008681493858657691","39:0.0012808483421592465;32:0.007307552109025756;34:0.0031379549888216063","39:68;32:68;34:108","39:0.0012928352080347205;32:0.00717292903566355;34:0.002622962606422946","Yes"
"34","387.84865795969597","311.3124271891783","0.025146484375","0.0234375","0.02685546875","2280","0.0002515282586265293","32","0.0002515282586265293","0","0.0002515282586265293","0.0002515282586265293","33:0.0031379549888216063;35:0.0018815443160656864","33:108;35:68","33:0.002622962606422946;35:0.0014413163511843852","Yes"
"35","240.97484046921045","329.6480891639972","0.01953125","0.01953125","0.01953125","2280","0.00014290392581414583","32","0.00014290392581414583","0","0.00014290392581414583","0.00014290392581414583","19:0.001272238997320374;34:0.0018815443160656864","19:68;34:68","19:0.00121822613988401;34:0.0014413163511843852","Yes"
"36","204.936496805545","195.98600132296698","0.007568359375","0.0107421875","0.00439453125","2280","0.0004591438699015228","32","0.0004591438699015228","0","0.0004591438699015228","0.0004591438699015228","41:0.0024429815248715736;21:0.0018247325145931415","41:68;21:68","41:0.0034212971931822933;21:0.002772734708355956","Yes"
"37","202.00272622822897","37.882698401869476","0.003173828125","0.00439453125","0.001953125","2280","0.0003250246245349446","32","0.0003250246245349446","0","0.0003250246245349446","0.0003250246245349446","45:0.0016829498484742522;25:0.0021129394064207663","45:68;25:68","45:0.0033744452923208934;25:0.005117213824621686","Yes"
"38","254.0363230683939","111.83910050176056","0.007080078125","0.01416015625","0","2280","0.00022348928198594203","32","0.00022348928198594203","0","0.00022348928198594203","0.00022348928198594203","29:0.019635086351894704;49:0.001419250012106521","29:68;49:68","29:0.0058915878106388375;49:0.0019796422502061928","Yes"
"39","187.8843402047168","135.26945460169898","0.013427734375","0.01318359375","0.013671875","2280","0.00018934480638101942","32","0.00018934480638101942","0","0.00018934480638101942","0.00018934480638101942","53:0.0013403906198229398;33:0.0012808483421592465","53:68;33:68","53:0.0017035838546906323;33:0.0012928352080347205","Yes"
"40","345.8816401031222","59.779743361245266","0.006591796875","0.005859375","0.00732421875","2280","0.0004328329470523409","32","0.0004328329470523409","0","0.0004328329470523409","0.0004328329470523409","41:0.0023490756176268446","41:68","41:0.004152720747395644","Yes"
"41","357.7699323006711","51.81387972615212","0.002685546875","0.00439453125","0.0009765625","2280","0.00042454867604769505","32","0.00042454867604769505","0","0.00042454867604769505","0.00042454867604769505","40:0.0023490756176268446;42:0.016691831714731487;36:0.0024429815248715736","40:68;42:68;36:68","40:0.004152720747395644;42:0.0038117141927265785;36:0.0034212971931822933","Yes"
"42","242.24924792347718","101.50592270937683","0.0048828125","0.00634765625","0.00341796875","2280","0.00023227897873549804","32","0.00023227897873549804","0","0.00023227897873549804","0.00023227897873549804","41:0.016691831714731487;43:0.0025315325665991317","41:68;43:68","41:0.0038117141927265785;43:0.007693964328668812","Yes"
"43","430.3424613822748","56.38607997668486","0.007080078125","0.01025390625","0.00390625","2280","0.0006620721494336438","32","0.0006620721494336438","0","0.0006620721494336438","0.0006620721494336438","42:0.0025315325665991317;56:0.004508030079591274;44:0.007530875006973331","42:68;56:68;44:68","42:0.007693964328668812;56:0.003923374375399413;44:0.0063450293514425715","Yes"
"44","293.061934588827","129.61112020405486","0.004638671875","0.00732421875","0.001953125","2280","0.00013937759234583332","32","0.00013937759234583332","0","0.00013937759234583332","0.00013937759234583332","45:0.004499329889495168;43:0.007530875006973331","45:68;43:68","45:0.002175104091805047;43:0.0063450293514425715","Yes"
"45","409.653190593238","231.94088246120376","0.00341796875","0.0068359375","0","2280","0.0003392317051793157","32","0.0003392317051793157","0","0.0003392317051793157","0.0003392317051793157","44:0.004499329889495168;46:0.0014910955980443896;37:0.0016829498484742522","44:68;46:68;37:68","44:0.002175104091805047;46:0.0019000375056397178;37:0.0033744452923208934","Yes"
"46","147.21652288621388","122.3074235452095","0.008056640625","0.01416015625","0.001953125","2280","0.00021889984573394522","32","0.00021889984573394522","0","0.00021889984573394522","0.00021889984573394522","45:0.0014910955980443896;47:0.001679683093974177","45:68;47:68","45:0.0019000375056397178;47:0.0021727368733822916","Yes"
"47","184.8053023523922","224.36699443332125","0.009765625","0.0126953125","0.0068359375","2280","0.00026508205324952017","32","0.00026508205324952017","0","0.00026508205324952017","0.00026508205324952017","48:0.0027207643987342267;57:0.0013952236930156736;46:0.001679683093974177","48:68;57:68;46:68","48:0.004077423090355886;57:0.0020229384493019864;46:0.0021727368733822916","Yes"
"48","220.277887795168","32.15493344280217","0.003662109375","0.005859375","0.00146484375","2280","0.0003105520512785919","32","0.0003105520512785919","0","0.0003105520512785919","0.0003105520512785919","47:0.0027207643987342267;49:0.0024034779236981885","47:68;49:68","47:0.004077423090355886;49:0.004085105322992555","Yes"
"49","298.0185544488563","111.99425956275127","0.0048828125","0.005859375","0.00390625","2280","0.00021533560757777085","32","0.00021533560757777085","0","0.00021533560757777085","0.00021533560757777085","48:0.0024034779236981885;50:0.0025733373403414306;38:0.001419250012106521","48:68;50:68;38:68","48:0.004085105322992555;50:0.002083539512110294;38:0.0019796422502061928","Yes"
"50","240.87340467229347","261.5374777431494","0.00439453125","0.00732421875","0.00146484375","2280","0.0001901966367293249","32","0.0001901966367293249","0","0.0001901966367293249","0.0001901966367293249","49:0.0025733373403414306;51:0.0011800705554526336","49:68;51:68","49:0.002083539512110294;51:0.003327323263329851","Yes"
"51","196.7243673169859","272.137024876601","0.01953125","0.015625","0.0234375","2280","0.000127566341820144","32","0.000127566341820144","0","0.000127566341820144","0.000127566341820144","50:0.0011800705554526336;52:0.001311633269489243;58:0.001845111385603837","50:68;52:68;58:68","50:0.003327323263329851;52:0.0029847117569751225;58:0.0037451715240796324","Yes"
"52","287.2112531236986","73.81303803663567","0.00634765625","0.01220703125","0.00048828125","2280","0.00016992244565178265","32","0.00016992244565178265","0","0.00016992244565178265","0.00016992244565178265","51:0.001311633269489243;53:0.0016565753432632724","51:68;53:68","51:0.0029847117569751225;53:0.045351804529598","Yes"
"53","411.54860451133624","49.51781368031397","0.0078125","0.0107421875","0.0048828125","2280","0.00012437011176863602","32","0.00012437011176863602","0","0.00012437011176863602","0.00012437011176863602","39:0.0013403906198229398;52:0.0016565753432632724;54:0.0010875302274550858","39:68;52:68;54:68","39:0.0017035838546906323;52:0.045351804529598;54:0.0014449512906024309","Yes"
"54","359.94463533399005","183.06106760648706","0.046630859375","0.0859375","0.00732421875","2280","0.00033764111283675287","32","0.00033764111283675287","0","0.00033764111283675287","0.00033764111283675287","53:0.0010875302274550858;55:0.0033002952472146463","53:68;55:68","53:0.0014449512906024309;55:0.002104849647324769","Yes"
"55","368.43101071191165","102.42434274832411","0.03564453125","0.02490234375","0.04638671875","2280","0.0001696525076568769","32","0.0001696525076568769","0","0.0001696525076568769","0.0001696525076568769","59:0.001749920387229098;54:0.0033002952472146463","59:68;54:68","59:0.0018911166647162803;54:0.002104849647324769","Yes"
"56","284.512146741157","52.743057977288615","0.0107421875","0.017578125","0.00390625","2280","0.00022002853245119236","32","0.00022002853245119236","0","0.00022002853245119236","0.00022002853245119236","63:0.0018668436727372895;43:0.004508030079591274","63:68;43:68","63:0.0031343279607903007;43:0.003923374375399413","Yes"
"57","316.7589670248156","342.8578751355266","0.005615234375","0.0087890625","0.00244140625","2280","0.00014785591080206367","32","0.00014785591080206367","0","0.00014785591080206367","0.00014785591080206367","47:0.0013952236930156736;67:0.0021117900473291984","47:68;67:68","47:0.0020229384493019864;67:0.002064452895676888","Yes"
"58","226.31330381544657","160.5175267652869","0.005859375","0.005859375","0.005859375","2280","0.00013494626466714377","32","0.00013494626466714377","0","0.00013494626466714377","0.00013494626466714377","71:0.0011212032431358043;51:0.001845111385603837","71:68;51:68","71:0.0028481152621119;51:0.0037451715240796324","Yes"
"59","313.6553663799236","430.230029195123","0.007568359375","0.009765625","0.00537109375","2280","0.00018316983893015802","32","0.00018316983893015802","0","0.00018316983893015802","0.00018316983893015802","55:0.001749920387229098;75:0.0013749647956923794","55:68;75:68","55:0.0018911166647162803;75:0.0017515102295571072","Yes"
"60","150.2782393226989","31.924317086653925","0.00341796875","0.0068359375","0","2280","0.0003600177875198385","32","0.0003600177875198385","0","0.0003600177875198385","0.0003600177875198385","61:0.03369422077137796","61:68","61:0.02754647757025183","Yes"
"61","268.0826025429679","59.21959233336581","0.006591796875","0.0078125","0.00537109375","2280","0.00020390554981069732","32","0.00020390554981069732","0","0.00020390554981069732","0.00020390554981069732","76:0.0020101873685837435;60:0.03369422077137796","76:68;60:68;62:68","76:0.003782524381671176;60:0.02754647757025183","Yes"
"62","253.95046829734082","89.16327699416867","0.009521484375","0.005859375","0.01318359375","2280","0.00036887113387111905","32","0.00036887113387111905","0","0.00036887113387111905","0.00036887113387111905","63:0.00213895932549113","61:68;63:68","63:0.002995558105002377","Yes"
"63","313.05436081417645","66.88812582077855","0.010986328125","0.00830078125","0.013671875","2280","0.00023135114188682981","32","0.00023135114188682981","0","0.00023135114188682981","0.00023135114188682981","56:0.0018668436727372895;62:0.00213895932549113;64:0.0014842761045190112","56:68;62:68;64:68","56:0.0031343279607903007;62:0.002995558105002377;64:0.004163453352292595","Yes"
"64","265.3071947115729","159.41452311778275","0.00537109375","0.0107421875","0","2280","0.0003215121308909222","32","0.0003215121308909222","0","0.0003215121308909222","0.0003215121308909222","65:0.08333026140169947;63:0.0014842761045190112","65:68;63:68","65:0.03176065380704535;63:0.004163453352292595","Yes"
"65","320.60611463902956","307.1775823230103","0.01513671875","0.02783203125","0.00244140625","2280","0.00025712634660996495","32","0.00025712634660996495","0","0.00025712634660996495","0.00025712634660996495","64:0.08333026140169947;66:0.0034422273479483845;77:0.002069612410265681","64:68;66:68;77:68","64:0.03176065380704535;66:0.0037951688420556906;77:0.002842158068066647","Yes"
"66","225.93571397708146","213.08640188122678","0.005615234375","0.00927734375","0.001953125","2280","0.00016036326615438028","32","0.00016036326615438028","0","0.00016036326615438028","0.00016036326615438028","65:0.0034422273479483845;67:0.001708175585128785","65:68;67:68","65:0.0037951688420556906;67:0.004249598835030788","Yes"
"67","258.03807991756685","216.14662850481338","0.0068359375","0.0087890625","0.0048828125","2280","0.0002583627460416221","32","0.0002583627460416221","0","0.0002583627460416221","0.0002583627460416221","68:0.003002178775287273;57:0.0021117900473291984;66:0.001708175585128785","68:68;57:68;66:68","68:0.001152196928745658;57:0.002064452895676888;66:0.004249598835030788","Yes"
"68","218.77746790769217","129.40057262982646","0.00341796875","0.005859375","0.0009765625","2280","0.00018282428673225458","32","0.00018282428673225458","0","0.00018282428673225458","0.00018282428673225458","67:0.003002178775287273;69:0.00131589133775456","67:68;69:68","67:0.001152196928745658;69:0.001899652890626491","Yes"
"69","423.8857738068359","329.7468122895314","0.00634765625","0.00439453125","0.00830078125","2280","0.00018663282106614912","32","0.00018663282106614912","0","0.00018663282106614912","0.00018663282106614912","78:0.0042968380786754246;68:0.00131589133775456;70:0.0015100459357402785","78:68;68:68;70:68","78:0.00466467775184784;68:0.001899652890626491;70:0.004796092249545025","Yes"
"70","262.36319152552426","294.73644217646404","0.013427734375","0.01904296875","0.0078125","2280","0.00020133805503525138","32","0.00020133805503525138","0","0.00020133805503525138","0.00020133805503525138","69:0.0015100459357402785;71:0.002293236531836218","69:68;71:68","69:0.004796092249545025;71:0.0019310141600255015","Yes"
"71","213.40823820504485","136.7914326510625","0.00830078125","0.01171875","0.0048828125","2280","0.0001722202946769213","32","0.0001722202946769213","0","0.0001722202946769213","0.0001722202946769213","72:0.0015185172207205222;58:0.0011212032431358043;70:0.002293236531836218","72:68;58:68;70:68","72:0.0020371057674799797;58:0.0028481152621119;70:0.0019310141600255015","Yes"
"72","52.80241037210222","51.2993289070361","0.0302734375","0.025390625","0.03515625","2280","0.0002574172503130368","32","0.0002574172503130368","0","0.0002574172503130368","0.0002574172503130368","73:0.003825786342744747;71:0.0015185172207205222","73:68;71:68","73:0.0033645604526380546;71:0.0020371057674799797","Yes"
"73","236.76386061978292","161.91677432089497","0.030029296875","0.0556640625","0.00439453125","2280","0.00022507328015503316","32","0.00022507328015503316","0","0.00022507328015503316","0.00022507328015503316","72:0.003825786342744747;74:0.001292232729934395;79:0.0013371332499431121","72:68;74:68;79:68","72:0.0033645604526380546;74:0.0012354546210095185;79:0.0018580262549997562","Yes"
"74","239.85096501942706","126.67651531056217","0.005859375","0.0068359375","0.0048828125","2280","0.0002414792328861399","32","0.0002414792328861399","0","0.0002414792328861399","0.0002414792328861399","73:0.001292232729934395;75:0.0017213213520305692","73:68;75:68","73:0.0012354546210095185;75:0.0013994371330405264","Yes"
"75","290.19709045431154","116.79053539781681","0.020751953125","0.03515625","0.00634765625","2280","0.00015905150128919305","32","0.00015905150128919305","0","0.00015905150128919305","0.00015905150128919305","59:0.0013749647956923794;74:0.0017213213520305692","59:68;74:68","59:0.0017515102295571072;74:0.0013994371330405264","Yes"
"76","192.12242778433185","41.02775142174599","0.308837890625","0.21044921875","0.4072265625","2280","","32","","0","","","81:0.0023430817423916173;61:0.0020101873685837435","81:68;61:68","81:0.002153059283302422;61:0.003782524381671176","Yes"
"77","195.62145535193451","239.65700341722996","0.01611328125","0.029296875","0.0029296875","2280","0.000272527462113416","32","0.000272527462113416","0","0.000272527462113416","0.000272527462113416","85:0.003966562265043827;65:0.002069612410265681","85:68;65:68","85:0.007662010507180322;65:0.002842158068066647","Yes"
"78","296.7705634506849","54.992236205334414","0.017822265625","0.01708984375","0.0185546875","2280","0.00019840043584660533","32","0.00019840043584660533","0","0.00019840043584660533","0.00019840043584660533","69:0.0042968380786754246;89:0.00240831574209599","69:68;89:68","69:0.00466467775184784;89:0.0023538757663847665","Yes"
"79","167.66521897597917","77.18264747283463","0.009033203125","0.01416015625","0.00390625","2280","0.00016188885883435084","32","0.00016188885883435084","0","0.00016188885883435084","0.00016188885883435084","93:0.0015190732454558598;73:0.0013371332499431121","93:68;73:68","93:0.0038547970843204327;73:0.0018580262549997562","Yes"
"80","310.60041405491796","218.5919829300758","0.011962890625","0.0234375","0.00048828125","2280","0.00019165055310939888","32","0.00019165055310939888","0","0.00019165055310939888","0.00019165055310939888","81:0.002448877382518422","81:68","81:0.0019692625490421445","Yes"
"81","334.8984304847388","387.9321767897177","0.004150390625","0.0068359375","0.00146484375","2280","0.0001967310403579026","32","0.0001967310403579026","0","0.0001967310403579026","0.0001967310403579026","80:0.002448877382518422;82:0.0011532108640033845;76:0.0023430817423916173","80:68;82:68;76:68","80:0.0019692625490421445;82:0.0018187662491699341;76:0.002153059283302422","Yes"
"82","290.1521587943543","355.658925739383","0.007568359375","0.01171875","0.00341796875","2280","0.00013711751220257972","32","0.00013711751220257972","0","0.00013711751220257972","0.00013711751220257972","81:0.0011532108640033845;83:0.0011664281684284072","81:68;83:68","81:0.0018187662491699341;83:0.0015828353039478438","Yes"
"83","230.93360162605805","159.4339573412254","0.003173828125","0.00439453125","0.001953125","2280","0.00014166264424198598","32","0.00014166264424198598","0","0.00014166264424198598","0.00014166264424198598","96:0.0013337274139587074;82:0.0011664281684284072;84:0.0024966008954777075","96:68;82:68;84:68","96:0.0015923246621213083;82:0.0015828353039478438;84:0.005603748810570075","Yes"
"84","210.02825110749902","226.14649540100598","0.01220703125","0.01611328125","0.00830078125","2280","0.0003201842414892792","32","0.0003201842414892792","0","0.0003201842414892792","0.0003201842414892792","83:0.0024966008954777075;85:0.004292681648146002","83:68;85:68","83:0.005603748810570075;85:0.006652334182108061","Yes"
"85","205.41132222005098","141.03908741048704","0.003662109375","0.0048828125","0.00244140625","2280","0.0007978371710544041","32","0.0007978371710544041","0","0.0007978371710544041","0.0007978371710544041","77:0.003966562265043827;86:0.026040436050835336;84:0.004292681648146002","77:68;86:68;84:68","77:0.007662010507180322;86:0.009873090291527747;84:0.006652334182108061","Yes"
"86","96.78816034781993","23.986515203690754","0.004638671875","0.00927734375","0","2280","0.00022681327173178816","32","0.00022681327173178816","0","0.00022681327173178816","0.00022681327173178816","85:0.026040436050835336;87:0.0024329558488650205","85:68;87:68","85:0.009873090291527747;87:0.0019716059063659974","Yes"
"87","111.6551687399416","93.95803423231621","0.0068359375","0.01318359375","0.00048828125","2280","0.0004301519173136943","32","0.0004301519173136943","0","0.0004301519173136943","0.0004301519173136943","86:0.0024329558488650205;88:0.002356125783310181;97:0.0022488980049971685","86:68;88:68;97:68","86:0.0019716059063659974;88:0.0026877875403816254;97:0.002394959774819405","Yes"
"88","270.7573582237192","17.751788392310488","0.00390625","0.00634765625","0.00146484375","2280","0.0003778850199097493","32","0.0003778850199097493","0","0.0003778850199097493","0.0003778850199097493","87:0.002356125783310181;89:0.0016540795602676683","87:68;89:68","87:0.0026877875403816254;89:0.011227748092571571","Yes"
"89","293.6674691104642","194.3249023743833","0.00341796875","0.00439453125","0.00244140625","2280","0.0002427500508681245","32","0.0002427500508681245","0","0.0002427500508681245","0.0002427500508681245","90:0.0025905010910366455;88:0.0016540795602676683;78:0.00240831574209599","90:68;88:68;78:68","90:0.003565568826553539;88:0.011227748092571571;78:0.0023538757663847665","Yes"
