"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","Operational"
"95","410.2359330281669","268.5296558656389","0.003662109375","0.00390625","0.00341796875","2584","0.00017628372393264726","32","0.00017628372393264726","0","0.00017628372393264726","0.00017628372393264726","99:0.0016015533288995798;94:0.0011685851314900686","99:88;94:88","94:0.0022528134298486213","Yes"
"96","252.87734386061211","386.23045916172913","0.00439453125","0.00732421875","0.00146484375","2584","0.0005277155598544458","32","0.0005277155598544458","0","0.0005277155598544458","0.0005277155598544458","103:0.0022418848954159354","83:88;103:88","103:0.002758729677024341","Yes"
"97","328.6791521107153","433.72146155381336","0.0087890625","0.0166015625","0.0009765625","2584","0.00030629459894501536","32","0.00030629459894501536","0","0.00030629459894501536","0.00030629459894501536","87:0.0020720272475243384;107:0.0013082922937626695","87:88;107:88","87:0.0017961484668645444;107:0.0031375592339832614","Yes"
"98","224.71680753562606","367.81192023416185","0.0068359375","0.00830078125","0.00537109375","2584","0.00019626749871618195","32","0.00019626749871618195","0","0.00019626749871618195","0.00019626749871618195","91:0.002062311313495019;111:0.0012079192266861993","91:88;111:88","91:0.001164206601659612;111:0.001892620712395765","Yes"
"99","353.3652852990625","416.91433433891666","0.015625","0.01171875","0.01953125","2584","0.0001908006333723445","32","0.0001908006333723445","0","0.0001908006333723445","0.0001908006333723445","115:0.0017751830347388364;95:0.0016015533288995798","115:88;95:88","115:0.0015298994835963031","Yes"
"100","390.8655787171524","542.100546083911","0.003173828125","0.00439453125","0.001953125","2584","0.0001611568926320942","32","0.0001611568926320942","0","0.0001611568926320942","0.0001611568926320942","101:0.0012203223329941282","101:88","101:0.0020957534070426553","Yes"
"101","224.22473475636423","326.8354908166741","0.01171875","0.013671875","0.009765625","2584","0.00010259648779092173","32","0.00010259648779092173","0","0.00010259648779092173","0.00010259648779092173","100:0.0012203223329941282;116:0.0019680797455856047;102:0.0014473582828847809","100:88;116:88;102:88","100:0.0020957534070426553;102:0.0010815681846410852","Yes"
"102","245.88457485218217","453.40978890806963","0.007080078125","0.0126953125","0.00146484375","2584","0.0002130764591622088","32","0.0002130764591622088","0","0.0002130764591622088","0.0002130764591622088","101:0.0014473582828847809;103:0.0013047906394439146","101:88;103:88","101:0.0010815681846410852;103:0.0024409765777942405","Yes"
"103","404.46282807868675","532.6464415761887","0.00390625","0.005859375","0.001953125","2584","0.00024270142230840903","32","0.00024270142230840903","0","0.00024270142230840903","0.00024270142230840903","104:0.0012235423770879106;96:0.0022418848954159354;102:0.0013047906394439146","104:88;96:88;102:88","104:0.000707735050770486;96:0.002758729677024341;102:0.0024409765777942405","Yes"
"104","313.3690422741157","354.8930998270581","0.005126953125","0.0087890625","0.00146484375","2584","0.00030158971067349645","32","0.00030158971067349645","0","0.00030158971067349645","0.00030158971067349645","103:0.0012235423770879106;105:0.0016169140997917553","103:88;105:88","103:0.000707735050770486;105:0.0008296854113671592","Yes"
"105","495.8857592342807","418.4052185372574","0.006591796875","0.00830078125","0.0048828125","2584","","32","","0","","","104:0.0016169140997917553;106:0.0023420802526530615;117:0.0016016667580382449","104:88;106:88;117:88","104:0.0008296854113671592;106:0.0018746497323016142;117:0.003025544653000034","Yes"
"106","302.39731134952405","345.21507360085286","0.00244140625","0.00244140625","0.00244140625","2584","0.00011824092992996512","32","0.00011824092992996512","0","0.00011824092992996512","0.00011824092992996512","107:0.0026417067678698447;105:0.0023420802526530615","107:88;105:88","107:0.0018296510152704393;105:0.0018746497323016142","Yes"
"107","407.2500877776471","432.24553333964775","0.00390625","0.00537109375","0.00244140625","2584","0.00015738467441296238","32","0.00015738467441296238","0","0.00015738467441296238","0.00015738467441296238","106:0.0026417067678698447;108:0.0031141777229422296;97:0.0013082922937626695","106:88;108:88;97:88","106:0.0018296510152704393;108:0.0014213251482783629;97:0.0031375592339832614","Yes"
"108","376.1695979139789","370.5380652951943","0.010009765625","0.01025390625","0.009765625","2584","0.00013123545712972435","32","0.00013123545712972435","0","0.00013123545712972435","0.00013123545712972435","107:0.0031141777229422296;109:0.0020114620202491273","107:88;109:88","107:0.0014213251482783629;109:0.001663272418693379","Yes"
"109","413.8681828697611","366.73416305973365","0.00439453125","0.005859375","0.0029296875","2584","0.00016020573271904596","32","0.00016020573271904596","0","0.00016020573271904596","0.00016020573271904596","108:0.0020114620202491273;110:0.0023751362336520976;118:0.005108822634681931","108:88;110:88;118:88","108:0.001663272418693379;110:0.003130670400542712;118:0.003253792070705641","Yes"
"110","344.20272399308493","323.3047128662467","0.00732421875","0.01171875","0.0029296875","2584","0.0002467980213104031","32","0.0002467980213104031","0","0.0002467980213104031","0.0002467980213104031","109:0.0023751362336520976;111:0.003082481887150157","109:88;111:88","109:0.003130670400542712;111:0.004190882112211386","Yes"
"111","311.37358053388095","335.1954398590047","0.005126953125","0.005859375","0.00439453125","2584","0.00032572114420958856","32","0.00032572114420958856","0","0.00032572114420958856","0.00032572114420958856","112:0.006134695219988245;110:0.003082481887150157;98:0.0012079192266861993","112:88;110:88;98:88","112:0.0009705879940658524;110:0.004190882112211386;98:0.001892620712395765","Yes"
"112","267.1843264978984","418.2586136305591","0.002685546875","0.00439453125","0.0009765625","2584","","32","","0","","","111:0.006134695219988245;113:0.0024363951609059353","111:88;113:88","111:0.0009705879940658524;113:0.002396807492825892","Yes"
"113","380.3116074561868","435.1898140575004","0.0029296875","0.0029296875","0.0029296875","2584","0.0000936188604089859","32","0.0000936188604089859","0","0.0000936188604089859","0.0000936188604089859","119:0.0020351398793521935;112:0.0024363951609059353;114:0.02739588258223208","119:88;112:88;114:88","119:0.0012582442355044687;112:0.002396807492825892;114:0.0014475140811095744","Yes"
"114","371.90676730578474","595.8365479942463","0.001953125","0.001953125","0.001953125","2584","0.00011998646740566156","32","0.00011998646740566156","0","0.00011998646740566156","0.00011998646740566156","115:0.0012597907655703122;113:0.02739588258223208","115:88;113:88","115:0.0008361553254428444;113:0.0014475140811095744","Yes"
"115","452.13736957967916","617.5411315940415","0.00390625","0.00634765625","0.00146484375","2584","","32","","0","","","99:0.0017751830347388364;114:0.0012597907655703122","99:88;114:88","99:0.0015298994835963031;114:0.0008361553254428444","Yes"
"116","281.9846347216745","439.36772762166584","0.0029296875","0.00341796875","0.00244140625","2584","0.00017162488501906665","32","0.00017162488501906665","0","0.00017162488501906665","0.00017162488501906665","101:0.0019680797455856047;121:0.006842816231288101","101:88;121:88","","Yes"
"117","66.78268950271453","107.09408178229084","0.0146484375","0.029296875","0","2584","0.0003498940768612206","32","0.0003498940768612206","0","0.0003498940768612206","0.0003498940768612206","105:0.0016016667580382449;125:0.0021205330681823287","105:88;125:88","105:0.003025544653000034;125:0.006728901578698709","Yes"
"118","220.78519432729198","297.3207049849276","0.0078125","0.01513671875","0.00048828125","2584","0.00026823707689931325","32","0.00026823707689931325","0","0.00026823707689931325","0.00026823707689931325","109:0.005108822634681931;129:0.0027874694315930537","109:88;129:88","109:0.003253792070705641;129:0.0015989025016127367","Yes"
"119","326.3196750800503","387.78789804556175","0.001953125","0.0009765625","0.0029296875","2584","0.0005092311740067417","32","0.0005092311740067417","0","0.0005092311740067417","0.0005092311740067417","113:0.0020351398793521935;133:0.0016638233214653075","113:88;133:88","113:0.0012582442355044687;133:0.00036004788815940936","Yes"
"120","355.19022094042083","375.14906080446224","0.00634765625","0.00439453125","0.00830078125","2584","0.00013786804506303994","32","0.00013786804506303994","0","0.00013786804506303994","0.00013786804506303994","121:0.001406791229764226","121:88","","Yes"
"121","403.8150286964676","478.08236166950536","0.005859375","0.00927734375","0.00244140625","2584","0.00023378472377441717","32","0.00023378472377441717","0","0.00023378472377441717","0.00023378472377441717","120:0.001406791229764226;122:0.0016912155175879129;116:0.006842816231288101","120:88;122:88;116:88","122:0.0022475718439318726","Yes"
"122","256.0643450495239","397.05830221755633","0.004150390625","0.0048828125","0.00341796875","2584","0.00016364167311393724","32","0.00016364167311393724","0","0.00016364167311393724","0.00016364167311393724","121:0.0016912155175879129;123:0.0011493980025443218","121:88;123:88","121:0.0022475718439318726;123:0.0011821776740473522","Yes"
"123","329.6953530556066","490.8869800315045","0.00244140625","0.00439453125","0.00048828125","2584","","32","","0","","","136:0.001773759849249379;124:0.001649663236123533;122:0.0011493980025443218","136:88;124:88;122:88","136:0.0055135943643616625;124:0.0014025605363784388;122:0.0011821776740473522","Yes"
"124","335.02190282903325","292.4350221197429","0.005615234375","0.0068359375","0.00439453125","2584","","32","","0","","","123:0.001649663236123533;125:0.002992741810457694","123:88;125:88","123:0.0014025605363784388;125:0.0020971974320467823","Yes"
"125","342.17199888904315","318.0140278297525","0.005859375","0.01025390625","0.00146484375","2584","0.00022350318119909713","32","0.00022350318119909713","0","0.00022350318119909713","0.00022350318119909713","117:0.0021205330681823287;124:0.002992741810457694;126:0.004724881942340331","117:88;124:88;126:88","117:0.006728901578698709;124:0.0020971974320467823;126:0.003867854844813279","Yes"
"126","383.0370629595519","414.69752798623904","0.002685546875","0.00244140625","0.0029296875","2584","0.00018796934216890046","32","0.00018796934216890046","0","0.00018796934216890046","0.00018796934216890046","127:0.001787146633856207;125:0.004724881942340331","127:88;125:88","127:0.0011241564497548318;125:0.003867854844813279","Yes"
"127","336.3269032398155","425.88202657705295","0.01708984375","0.01513671875","0.01904296875","2584","","32","","0","","","126:0.001787146633856207;128:0.0021329551297217253;137:0.051161231196451884","126:88;128:88;137:88","126:0.0011241564497548318;128:0.0016208493265842117;137:0.029991707006808338","Yes"
"128","168.68125106497973","268.27733339182305","0.0048828125","0.00732421875","0.00244140625","2584","0.0002742609846030746","32","0.0002742609846030746","0","0.0002742609846030746","0.0002742609846030746","127:0.0021329551297217253;129:0.0013561430131799057","127:88;129:88","127:0.0016208493265842117;129:0.004512641847452675","Yes"
"129","364.20249179365084","359.367235399275","0.002685546875","0.0029296875","0.00244140625","2584","","32","","0","","","130:0.0016055660654606951;128:0.0013561430131799057;118:0.0027874694315930537","130:88;128:88;118:88","130:0.0016651579103139635;128:0.004512641847452675;118:0.0015989025016127367","Yes"
"130","261.4573034599286","397.85276890644184","0.116455078125","0.10888671875","0.1240234375","2584","0.00013520147771177684","32","0.00013520147771177684","0","0.00013520147771177684","0.00013520147771177684","129:0.0016055660654606951;131:0.0013297514127607601","129:88;131:88","129:0.0016651579103139635;131:0.0005157408606467906","Yes"
"131","339.58041021847106","404.40380514666793","0.00439453125","0.0078125","0.0009765625","2584","0.00019027603157412354","32","0.00019027603157412354","0","0.00019027603157412354","0.00019027603157412354","138:0.0013425861047796084;130:0.0013297514127607601;132:0.0012783291136167219","138:88;130:88;132:88","138:0.0009653476792991222;130:0.0005157408606467906;132:0.004219917672194429","Yes"
"132","368.65781547681814","544.5226176602321","0.0107421875","0.0166015625","0.0048828125","2584","0.00019104717051131897","32","0.00019104717051131897","0","0.00019104717051131897","0.00019104717051131897","133:0.0009077067040760556;131:0.0012783291136167219","133:88;131:88","133:0.0012613784896619296;131:0.004219917672194429","Yes"
"133","311.8058398598393","301.9579809779468","0.006103515625","0.00830078125","0.00390625","2584","0.00011223289634317193","32","0.00011223289634317193","0","0.00011223289634317193","0.00011223289634317193","132:0.0009077067040760556;134:0.0011446402931323818;119:0.0016638233214653075","132:88;134:88;119:88","132:0.0012613784896619296;134:0.0004664751420751234;119:0.00036004788815940936","Yes"
"134","335.4452901228324","316.7891291024923","0.0048828125","0.00537109375","0.00439453125","2584","0.00041604001498390405","32","0.00041604001498390405","0","0.00041604001498390405","0.00041604001498390405","133:0.0011446402931323818","133:88;135:208","133:0.0004664751420751234","Yes"
"135","314.0609979485374","409.3326411268823","0.00341796875","0.0068359375","0","2584","0.00025054877676891315","32","0.00025054877676891315","0","0.00025054877676891315","0.00025054877676891315","139:0.004274583107623492","134:208;139:88","","Yes"
"136","328.72585807686625","395.0644259072671","0.008544921875","0.0068359375","0.01025390625","2584","0.00014521737206856476","32","0.00014521737206856476","0","0.00014521737206856476","0.00014521737206856476","123:0.001773759849249379;143:0.0015450755348981327","123:88;143:88","123:0.0055135943643616625","Yes"
"137","124.3698837838826","230.13989476550634","0.003173828125","0.00537109375","0.0009765625","2584","0.00021458506273251614","32","0.00021458506273251614","0","0.00021458506273251614","0.00021458506273251614","147:0.004011404196458734;127:0.051161231196451884","147:88;127:88","147:0.0023062343829622634;127:0.029991707006808338","Yes"
"138","402.2577634405133","474.31823301275466","0.005615234375","0.00732421875","0.00390625","2584","0.0006919413833242071","32","0.0006919413833242071","0","0.0006919413833242071","0.0006919413833242071","151:0.0020351854571372396;131:0.0013425861047796084","151:88;131:88","151:0.001968913607124978;131:0.0009653476792991222","Yes"
"139","315.01615589599186","645.4281679867684","0.0146484375","0.02734375","0.001953125","2584","0.00035860356987758347","32","0.00035860356987758347","0","0.00035860356987758347","0.00035860356987758347","155:0.0021594502798019666;135:0.004274583107623492","155:88;135:88","155:0.0021982429434813378","Yes"
"140","347.0065358772784","552.65363800239","0.00537109375","0.00537109375","0.00537109375","2584","0.00017574948233780866","32","0.00017574948233780866","0","0.00017574948233780866","0.00017574948233780866","141:0.0013810244931354576","141:88","141:0.003113265065300269","Yes"
"141","399.82448705724363","518.9841807950413","0.0029296875","0.00390625","0.001953125","2584","","32","","0","","","140:0.0013810244931354576;142:0.0009294461909096774","140:88;142:88","140:0.003113265065300269;142:0.0008323036988314714","Yes"
"142","321.9881278407852","338.21584299786593","0.002197265625","0.0029296875","0.00146484375","2584","0.00016549496897968975","32","0.00016549496897968975","0","0.00016549496897968975","0.00016549496897968975","143:0.002233079390773912;141:0.0009294461909096774","143:88;141:88","141:0.0008323036988314714","Yes"
"143","338.552274059345","439.10191860118243","0.001708984375","0.0029296875","0.00048828125","2584","0.0003341499473883878","32","0.0003341499473883878","0","0.0003341499473883878","0.0003341499473883878","142:0.002233079390773912;144:0.006441924608556082;136:0.0015450755348981327","142:88;144:88;136:88","144:0.0014433948482240888","Yes"
"144","360.2838867289106","456.8156614521303","0.006103515625","0.00732421875","0.0048828125","2584","0.0003263555152387426","32","0.0003263555152387426","0","0.0003263555152387426","0.0003263555152387426","145:0.001327341448694369;143:0.006441924608556082","145:88;143:88","145:0.0011597728477615032;143:0.0014433948482240888","Yes"
"145","347.57633388365105","447.21604683475334","0.005615234375","0.00927734375","0.001953125","2584","0.00013956014376427146","32","0.00013956014376427146","0","0.00013956014376427146","0.00013956014376427146","144:0.001327341448694369","144:88;146:88","144:0.0011597728477615032","Yes"
"146","287.2213422452299","281.98474103582566","0.00146484375","0.00244140625","0.00048828125","2584","0.00017770113887965596","32","0.00017770113887965596","0","0.00017770113887965596","0.00017770113887965596","147:0.0030140026310203627","145:88;147:88","147:0.0013427932481892002","Yes"
"147","408.17888810571856","429.67800707398897","0.004150390625","0.00634765625","0.001953125","2584","0.00039453783034388906","32","0.00039453783034388906","0","0.00039453783034388906","0.00039453783034388906","148:0.0022603765676731946;137:0.004011404196458734;146:0.0030140026310203627","148:88;137:88;146:88","148:0.002767538649414536;137:0.0023062343829622634;146:0.0013427932481892002","Yes"
"148","278.2056561775886","352.3578757267957","0.007568359375","0.013671875","0.00146484375","2584","0.0001622984686597588","32","0.0001622984686597588","0","0.0001622984686597588","0.0001622984686597588","147:0.0022603765676731946;149:0.001083512310080359","147:88;149:88","147:0.002767538649414536","Yes"
"149","350.22491050042356","265.2613163968889","0.002197265625","0.00390625","0.00048828125","2584","0.00014213276713346453","32","0.00014213276713346453","0","0.00014213276713346453","0.00014213276713346453","150:0.0008141941558865717;148:0.001083512310080359","150:88;148:88","150:0.00443936484641555","Yes"
"150","389.4977357861231","270.23368311782485","0.006103515625","0.005859375","0.00634765625","2584","0.00028081436774559157","32","0.00028081436774559157","0","0.00028081436774559157","0.00028081436774559157","149:0.0008141941558865717;151:0.001800054640209825","149:88;151:88","149:0.00443936484641555;151:0.0021019959008229117","Yes"
"151","419.71411069769584","569.3877476352201","0.00732421875","0.00732421875","0.00732421875","2584","","32","","0","","","138:0.0020351854571372396;152:0.0014705947617900395;150:0.001800054640209825","138:88;152:88;150:88","138:0.001968913607124978;152:0.0005978460898668769;150:0.0021019959008229117","Yes"
"152","336.44655501657877","482.3107811082717","0.002685546875","0.0029296875","0.00244140625","2584","0.0001448468904039061","32","0.0001448468904039061","0","0.0001448468904039061","0.0001448468904039061","151:0.0014705947617900395;153:0.0021323864254638725","151:88;153:88","151:0.0005978460898668769;153:0.0016862259468266305","Yes"
"153","268.16321811573755","303.61564742653485","0.00146484375","0.0029296875","0","2584","","32","","0","","","152:0.0021323864254638725;154:0.00202902843258454","152:88;154:88","152:0.0016862259468266305;154:0.0007760654697178404","Yes"
"154","354.00201220150115","425.86423016020893","0.00244140625","0.0048828125","0","2584","0.00018888859341417057","32","0.00018888859341417057","0","0.00018888859341417057","0.00018888859341417057","153:0.00202902843258454;155:0.0014904924871133596","153:88;155:88","153:0.0007760654697178404;155:0.0016826735697354767","Yes"
"155","361.14830152672613","603.7944511855038","0.002685546875","0.00341796875","0.001953125","2584","0.00010741035567217752","32","0.00010741035567217752","0","0.00010741035567217752","0.00010741035567217752","139:0.0021594502798019666;154:0.0014904924871133596","139:88;154:88","139:0.0021982429434813378;154:0.0016826735697354767","Yes"
