"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","Operational"
"18","255.0056569038919","370.5194427613972","0.008544921875","0.00732421875","0.009765625","2584","0.00033330832602973797","32","0.00033330832602973797","0","0.00033330832602973797","0.00033330832602973797","11:0.0017066965094515996;31:0.08725560758561464","11:88;31:88","11:0.0013446038229636692;31:0.062027912437420535","Yes"
"19","289.4076366919439","432.9487077798247","0.003662109375","0.0068359375","0.00048828125","2584","0.00030248902150475444","32","0.00030248902150475444","0","0.00030248902150475444","0.00030248902150475444","35:0.001641200299232426;15:0.0012738187024460002","35:88;15:88","35:0.00051194999076426;15:0.001507196438622127","Yes"
"20","327.4984715809229","551.027773312741","0.001953125","0.00390625","0","2584","0.00029458312496451086","32","0.00029458312496451086","0","0.00029458312496451086","0.00029458312496451086","21:0.004733647085869902","21:88","21:0.004687712589011683","Yes"
"21","417.6288811439433","321.1526672632749","0.003662109375","0.00537109375","0.001953125","2584","0.00014699885810856247","32","0.00014699885810856247","0","0.00014699885810856247","0.00014699885810856247","36:0.009310525736580227;20:0.004733647085869902;22:0.0013462506593220902","36:88;20:88;22:88","36:0.02292495347361087;20:0.004687712589011683;22:0.006678487823956525","Yes"
"22","244.26431977282698","271.2166320422965","0.019287109375","0.0166015625","0.02197265625","2584","0.00014471370475795881","32","0.00014471370475795881","0","0.00014471370475795881","0.00014471370475795881","23:0.009794660506115549;21:0.0013462506593220902","23:88;21:88","23:0.009334995507713967;21:0.006678487823956525","Yes"
"23","339.74835725018613","254.9162380400697","0.045166015625","0.0625","0.02783203125","2584","0.0028426191451395447","32","0.0028426191451395447","0","0.0028426191451395447","0.0028426191451395447","22:0.009794660506115549;24:0.006477299842382073;16:0.007479657380607602","22:88;24:88;16:88","22:0.009334995507713967;24:0.0053388315153204136;16:0.006375486031513278","Yes"
"24","243.65118867902868","303.9226794151618","0.001708984375","0.00341796875","0","2584","0.00032028955645529067","32","0.00032028955645529067","0","0.00032028955645529067","0.00032028955645529067","23:0.006477299842382073;25:0.0011443679543223784","23:88;25:88","23:0.0053388315153204136;25:0.0015014498889880934","Yes"
"25","236.75787030844012","313.0977706313597","0.001708984375","0.00146484375","0.001953125","2584","0.00008937167295531446","32","0.00008937167295531446","0","0.00008937167295531446","0.00008937167295531446","24:0.0011443679543223784;26:0.002078227060169774;37:0.0012850567505266197","24:88;26:88;37:88","24:0.0015014498889880934;26:0.0018946645007921203;37:0.0027576189965686504","Yes"
"26","320.49170195881845","418.3891368937769","0.002685546875","0.0048828125","0.00048828125","2584","0.00047891219065173763","32","0.00047891219065173763","0","0.00047891219065173763","0.00047891219065173763","25:0.002078227060169774;27:0.002116215932597726","25:88;27:88","25:0.0018946645007921203;27:0.0005102143971613959","Yes"
"27","375.09786368768073","253.4895182220404","0.001708984375","0.00244140625","0.0009765625","2584","0.00010394603040760125","32","0.00010394603040760125","0","0.00010394603040760125","0.00010394603040760125","26:0.002116215932597726;28:0.0011832680481932145;17:0.0014854022798926336","26:88;28:88;17:88","26:0.0005102143971613959;28:0.0011009558662881669;17:0.0019053376258886812","Yes"
"28","226.27382327023025","203.11080978066852","0.001220703125","0.00244140625","0","2584","0.00013420218890005924","32","0.00013420218890005924","0","0.00013420218890005924","0.00013420218890005924","27:0.0011832680481932145;29:0.0025430776031642177","27:88;29:88","27:0.0011009558662881669;29:0.003274735219777919","Yes"
"29","288.6240396165333","266.98195516888944","0.003662109375","0.00634765625","0.0009765625","2584","0.00015092519637505854","32","0.00015092519637505854","0","0.00015092519637505854","0.00015092519637505854","38:0.004006904192012495;28:0.0025430776031642177;30:0.0024888784246873685","38:88;28:88;30:88","38:0.0035969428463521746;28:0.003274735219777919;30:0.0028549462550395976","Yes"
"30","245.99844556045727","288.47647006416366","0.005126953125","0.0068359375","0.00341796875","2584","0.00019818852542127828","32","0.00019818852542127828","0","0.00019818852542127828","0.00019818852542127828","31:0.13096701219372223;29:0.0024888784246873685","31:88;29:88","31:8.021328351537349e-8;29:0.0028549462550395976","Yes"
"31","16.62083272133179","30.763440852446653","0.019287109375","0.0380859375","0.00048828125","2584","0.005365899003291564","32","0.005365899003291564","0","0.005365899003291564","0.005365899003291564","30:0.13096701219372223;18:0.08725560758561464","30:88;32:88;18:88","30:8.021328351537349e-8;18:0.062027912437420535","Yes"
"32","296.98133525245794","403.000514512284","0.00146484375","0.0029296875","0","2584","0.00014475984565430705","32","0.00014475984565430705","0","0.00014475984565430705","0.00014475984565430705","33:0.001287773403084197","31:88;33:88","33:0.002055741129991878","Yes"
"33","292.46996170246666","323.47671489762973","0.00244140625","0.0048828125","0","2584","0.0003135377904629267","32","0.0003135377904629267","0","0.0003135377904629267","0.0003135377904629267","39:0.0013265883362955089;32:0.001287773403084197;34:0.002785966985063948","39:88;32:88;34:88","39:0.0023077825776780247;32:0.002055741129991878;34:0.0016160035679469165","Yes"
"34","287.2203056913697","304.29941361531826","0.07275390625","0.0849609375","0.060546875","2584","0.00019029429117858217","32","0.00019029429117858217","0","0.00019029429117858217","0.00019029429117858217","33:0.002785966985063948;35:0.0030474305934552193","33:88;35:88","33:0.0016160035679469165","Yes"
"35","363.919746752473","369.9846987977412","0.00244140625","0.00244140625","0.00244140625","2584","","32","","0","","","19:0.001641200299232426;34:0.0030474305934552193","19:88;34:88","19:0.00051194999076426","Yes"
"36","4.982253995665101","12.690185966952019","0.039794921875","0.076171875","0.00341796875","2584","0.0015799847053547247","32","0.0015799847053547247","0","0.0015799847053547247","0.0015799847053547247","41:0.010420424490183322;21:0.009310525736580227","41:88;21:88","41:0.013754507060518534;21:0.02292495347361087","Yes"
"37","262.3988137027303","387.83876861082985","0.001708984375","0.00341796875","0","2584","0.0002705671853288738","32","0.0002705671853288738","0","0.0002705671853288738","0.0002705671853288738","45:0.0019888808142396464;25:0.0012850567505266197","45:88;25:88","45:0.003269396674221131;25:0.0027576189965686504","Yes"
"38","162.19609976432443","219.66264724328678","0.003662109375","0.00634765625","0.0009765625","2584","0.00019633176496084516","32","0.00019633176496084516","0","0.00019633176496084516","0.00019633176496084516","29:0.004006904192012495;49:0.002825239816386521","29:88;49:88","29:0.0035969428463521746;49:0.0021657934651932442","Yes"
"39","230.69041161486444","360.08824729888806","0.1533203125","0.15380859375","0.15283203125","2584","0.00009742843020740642","32","0.00009742843020740642","0","0.00009742843020740642","0.00009742843020740642","53:0.0023018312621590764;33:0.0013265883362955089","53:88;33:88","53:0.0018752170859743789;33:0.0023077825776780247","Yes"
"40","184.2390942265432","265.10375029901434","0.00146484375","0.00244140625","0.00048828125","2584","0.00014418806467065998","32","0.00014418806467065998","0","0.00014418806467065998","0.00014418806467065998","41:0.0018039556414560232","41:88","41:0.002122155678945109","Yes"
"41","222.22149005754778","287.25366252732994","0.004150390625","0.00634765625","0.001953125","2584","0.00032188377752116846","32","0.00032188377752116846","0","0.00032188377752116846","0.00032188377752116846","40:0.0018039556414560232;42:0.0014655018424676036;36:0.010420424490183322","40:88;42:88;36:88","40:0.002122155678945109;42:0.0016998862581075747;36:0.013754507060518534","Yes"
"42","324.76844582068816","457.22099370438985","0.002197265625","0.00341796875","0.0009765625","2584","0.00022429100733938073","32","0.00022429100733938073","0","0.00022429100733938073","0.00022429100733938073","41:0.0014655018424676036;43:0.0024729133834523465","41:88;43:88","41:0.0016998862581075747;43:0.002375180498331436","Yes"
"43","316.7475610134612","453.8180019648604","0.00244140625","0.00341796875","0.00146484375","2584","0.00025421675099343235","32","0.00025421675099343235","0","0.00025421675099343235","0.00025421675099343235","42:0.0024729133834523465;56:0.00622108031813931;44:0.0018452277740751144","42:88;56:88;44:88","42:0.002375180498331436;56:0.007884065521007344;44:0.0034685587728801315","Yes"
"44","283.6140440308121","199.19419739927702","0.005126953125","0.00927734375","0.0009765625","2584","0.00022495840024029822","32","0.00022495840024029822","0","0.00022495840024029822","0.00022495840024029822","45:0.0012878404259441256;43:0.0018452277740751144","45:88;43:88","45:0.00264671735601682;43:0.0034685587728801315","Yes"
